% Model,Untitled.mph
% Version,COMSOL 5.6.0.401
% Date,"Jan 28 2022, 23:51"
% Table,Table 2 - Surface Integration 1
% shift (m),I_0 (A),d_cover (m),r_0 (m),-mf.Jphi*mf.Br (N)
0.008268421052631578,1.5,5.0E-4,3.0000000000000003E-4,8.79001790311171
0.008268421052631578,1.5,5.0E-4,4.0E-4,2.781216602156421
0.008268421052631578,1.5,5.0E-4,5.0E-4,1.1391863202433101
0.008268421052631578,1.5,6.000000000000001E-4,1.0E-4,677.2385030268972
0.008268421052631578,1.5,6.000000000000001E-4,2.0E-4,42.327406439181054
0.008268421052631578,1.5,6.000000000000001E-4,3.0000000000000003E-4,8.360969173171785
0.008268421052631578,1.5,6.000000000000001E-4,4.0E-4,2.645462902448817
0.008268421052631578,1.5,6.000000000000001E-4,5.0E-4,1.0835816048430218
0.008268421052631578,1.5,7.0E-4,1.0E-4,642.9689509251447
0.008268421052631578,1.5,7.0E-4,2.0E-4,40.18555943282156
0.008268421052631578,1.5,7.0E-4,3.0000000000000003E-4,7.937888283025761
0.008268421052631578,1.5,7.0E-4,4.0E-4,2.51159746455132
0.008268421052631578,1.5,7.0E-4,5.0E-4,1.0287503214801381
0.008268421052631578,1.5,8.0E-4,1.0E-4,610.2258884587976
0.008268421052631578,1.5,8.0E-4,2.0E-4,38.13911802867627
0.008268421052631578,1.5,8.0E-4,3.0000000000000003E-4,7.533652943935782
0.008268421052631578,1.5,8.0E-4,4.0E-4,2.383694876792267
0.008268421052631578,1.5,8.0E-4,5.0E-4,0.976361421534078
0.008268421052631578,1.5,9.0E-4,1.0E-4,578.2477169683668
0.008268421052631578,1.5,9.0E-4,2.0E-4,36.14048231052352
0.008268421052631578,1.5,9.0E-4,3.0000000000000003E-4,7.138860703313289
0.008268421052631578,1.5,9.0E-4,4.0E-4,2.2587801444077478
0.008268421052631578,1.5,9.0E-4,5.0E-4,0.925196347149407
0.008268421052631578,1.5,0.001,1.0E-4,546.3162207454234
0.008268421052631578,1.5,0.001,2.0E-4,34.14476379658794
0.008268421052631578,1.5,0.001,3.0000000000000003E-4,6.74464470056078
0.008268421052631578,1.5,0.001,4.0E-4,2.1340477372868203
0.008268421052631578,1.5,0.001,5.0E-4,0.8741059531926784
0.008268421052631578,1.5,0.0011,1.0E-4,512.6180174114556
0.008268421052631578,1.5,0.0011,2.0E-4,32.03862608821612
0.008268421052631578,1.5,0.0011,3.0000000000000003E-4,6.328617498906858
0.008268421052631578,1.5,0.0011,4.0E-4,2.002414130513492
0.008268421052631578,1.5,0.0011,5.0E-4,0.8201888278583332
0.008268421052631578,1.5,0.0012000000000000001,1.0E-4,482.9130670671477
0.008268421052631578,1.5,0.0012000000000000001,2.0E-4,30.182066691697575
0.008268421052631578,1.5,0.0012000000000000001,3.0000000000000003E-4,5.961889716877865
0.008268421052631578,1.5,0.0012000000000000001,4.0E-4,1.8863791682310718
0.008268421052631578,1.5,0.0012000000000000001,5.0E-4,0.7726609073074525
0.008268421052631578,1.5,0.0013,1.0E-4,453.73546529442086
0.008268421052631578,1.5,0.0013,2.0E-4,28.35846658090131
0.008268421052631578,1.5,0.0013,3.0000000000000003E-4,5.601672411042492
0.008268421052631578,1.5,0.0013,4.0E-4,1.772404161306396
0.008268421052631578,1.5,0.0013,5.0E-4,0.725976744471101
0.008268421052631578,1.5,0.0014000000000000002,1.0E-4,425.77248330659364
0.008268421052631578,1.5,0.0014000000000000002,2.0E-4,26.61078020666066
0.008268421052631578,1.5,0.0014000000000000002,3.0000000000000003E-4,5.256450411192289
0.008268421052631578,1.5,0.0014000000000000002,4.0E-4,1.663173762916381
0.008268421052631578,1.5,0.0014000000000000002,5.0E-4,0.6812359732905133
0.008268421052631578,1.5,0.0015,1.0E-4,398.75635529307704
0.008268421052631578,1.5,0.0015,2.0E-4,24.922272205817038
0.008268421052631578,1.5,0.0015,3.0000000000000003E-4,4.9229179665812
0.008268421052631578,1.5,0.0015,4.0E-4,1.5576420128635822
0.008268421052631578,1.5,0.0015,5.0E-4,0.6380101684689138
0.009289473684210525,0.25,5.0E-4,1.0E-4,17.367593046200415
0.009289473684210525,0.25,5.0E-4,2.0E-4,1.0854745653875184
0.009289473684210525,0.25,5.0E-4,3.0000000000000003E-4,0.2144147289653875
0.009289473684210525,0.25,5.0E-4,4.0E-4,0.06784216033670355
0.009289473684210525,0.25,5.0E-4,5.0E-4,0.027788148873920324
0.009289473684210525,0.25,6.000000000000001E-4,1.0E-4,16.507822559299832
0.009289473684210525,0.25,6.000000000000001E-4,2.0E-4,1.0317389099562835
0.009289473684210525,0.25,6.000000000000001E-4,3.0000000000000003E-4,0.20380027850987356
0.009289473684210525,0.25,6.000000000000001E-4,4.0E-4,0.06448368187226762
0.009289473684210525,0.25,6.000000000000001E-4,5.0E-4,0.026412516094880913
0.009289473684210525,0.25,7.0E-4,1.0E-4,15.70821098793593
0.009289473684210525,0.25,7.0E-4,2.0E-4,0.9817631867459873
0.009289473684210525,0.25,7.0E-4,3.0000000000000003E-4,0.19392853071525837
0.009289473684210525,0.25,7.0E-4,4.0E-4,0.06136019917162472
0.009289473684210525,0.25,7.0E-4,5.0E-4,0.02513313758069596
0.009289473684210525,0.25,8.0E-4,1.0E-4,14.842793878803018
0.009289473684210525,0.25,8.0E-4,2.0E-4,0.9276746174251712
0.009289473684210525,0.25,8.0E-4,3.0000000000000003E-4,0.1832443688741102
0.009289473684210525,0.25,8.0E-4,4.0E-4,0.0579796635890732
0.009289473684210525,0.25,8.0E-4,5.0E-4,0.02374847020608482
0.009289473684210525,0.25,9.0E-4,1.0E-4,14.039033257325938
0.009289473684210525,0.25,9.0E-4,2.0E-4,0.8774395785828711
0.009289473684210525,0.25,9.0E-4,3.0000000000000003E-4,0.17332139823858567
0.009289473684210525,0.25,9.0E-4,4.0E-4,0.0548399736614294
0.009289473684210525,0.25,9.0E-4,5.0E-4,0.02246245321172119
0.009289473684210525,0.25,0.001,1.0E-4,13.250333335979512
0.009289473684210525,0.25,0.001,2.0E-4,0.8281458334987143
0.009289473684210525,0.25,0.001,3.0000000000000003E-4,0.16358436217258523
0.009289473684210525,0.25,0.001,4.0E-4,0.051759114593671496
0.009289473684210525,0.25,0.001,5.0E-4,0.021200533337567194
0.009289473684210525,0.25,0.0011,1.0E-4,12.516953336453538
0.009289473684210525,0.25,0.0011,2.0E-4,0.7823095835283528
0.009289473684210525,0.25,0.0011,3.0000000000000003E-4,0.15453028810436378
0.009289473684210525,0.25,0.0011,4.0E-4,0.048894348970521785
0.009289473684210525,0.25,0.0011,5.0E-4,0.02002712533832531
0.009289473684210525,0.25,0.0012000000000000001,1.0E-4,11.742202760850196
0.009289473684210525,0.25,0.0012000000000000001,2.0E-4,0.7338876725531372
0.009289473684210525,0.25,0.0012000000000000001,3.0000000000000003E-4,0.14496546618333409
0.009289473684210525,0.25,0.0012000000000000001,4.0E-4,0.04586797953457115
0.009289473684210525,0.25,0.0012000000000000001,5.0E-4,0.018787524417360348
0.009289473684210525,0.25,0.0013,1.0E-4,11.032862177050024
0.009289473684210525,0.25,0.0013,2.0E-4,0.6895538860656028
0.009289473684210525,0.25,0.0013,3.0000000000000003E-4,0.1362081750253034
0.009289473684210525,0.25,0.0013,4.0E-4,0.04309711787910017
0.009289473684210525,0.25,0.0013,5.0E-4,0.017652579483279435
0.009289473684210525,0.25,0.0014000000000000002,1.0E-4,10.346514865014278
0.009289473684210525,0.25,0.0014000000000000002,2.0E-4,0.6466571790633907
0.009289473684210525,0.25,0.0014000000000000002,3.0000000000000003E-4,0.12773475141993482
0.009289473684210525,0.25,0.0014000000000000002,4.0E-4,0.04041607369146192
0.009289473684210525,0.25,0.0014000000000000002,5.0E-4,0.016554423784023536
0.009289473684210525,0.25,0.0015,1.0E-4,9.684594183562767
0.009289473684210525,0.25,0.0015,2.0E-4,0.6052871364725784
0.009289473684210525,0.25,0.0015,3.0000000000000003E-4,0.1195628911550942
0.009289473684210525,0.25,0.0015,4.0E-4,0.03783044602954224
0.009289473684210525,0.25,0.0015,5.0E-4,0.01549535069370046
0.009289473684210525,0.5,5.0E-4,1.0E-4,69.47037218478411
0.009289473684210525,0.5,5.0E-4,2.0E-4,4.341898261549795
0.009289473684210525,0.5,5.0E-4,3.0000000000000003E-4,0.8576589158615635
0.009289473684210525,0.5,5.0E-4,4.0E-4,0.27136864134686206
0.009289473684210525,0.5,5.0E-4,5.0E-4,0.11115259549567859
0.009289473684210525,0.5,6.000000000000001E-4,1.0E-4,66.03129023719917
0.009289473684210525,0.5,6.000000000000001E-4,2.0E-4,4.12695563982494
0.009289473684210525,0.5,6.000000000000001E-4,3.0000000000000003E-4,0.8152011140395025
0.009289473684210525,0.5,6.000000000000001E-4,4.0E-4,0.25793472748905877
0.009289473684210525,0.5,6.000000000000001E-4,5.0E-4,0.1056500643795186
0.009289473684210525,0.5,7.0E-4,1.0E-4,62.83284395173949
0.009289473684210525,0.5,7.0E-4,2.0E-4,3.927052746983975
0.009289473684210525,0.5,7.0E-4,3.0000000000000003E-4,0.7757141228610706
0.009289473684210525,0.5,7.0E-4,4.0E-4,0.2454407966864989
0.009289473684210525,0.5,7.0E-4,5.0E-4,0.10053255032278668
0.009289473684210525,0.5,8.0E-4,1.0E-4,59.37117551521293
0.009289473684210525,0.5,8.0E-4,2.0E-4,3.7106984697008145
0.009289473684210525,0.5,8.0E-4,3.0000000000000003E-4,0.7329774754964578
0.009289473684210525,0.5,8.0E-4,4.0E-4,0.2319186543563009
0.009289473684210525,0.5,8.0E-4,5.0E-4,0.09499388082433928
0.009289473684210525,0.5,9.0E-4,1.0E-4,56.1561330293037
0.009289473684210525,0.5,9.0E-4,2.0E-4,3.5097583143314357
0.009289473684210525,0.5,9.0E-4,3.0000000000000003E-4,0.693285592954354
0.009289473684210525,0.5,9.0E-4,4.0E-4,0.21935989464571473
0.009289473684210525,0.5,9.0E-4,5.0E-4,0.08984981284688616
0.009289473684210525,0.5,0.001,1.0E-4,53.00133334391925
0.009289473684210525,0.5,0.001,2.0E-4,3.3125833339949757
0.009289473684210525,0.5,0.001,3.0000000000000003E-4,0.6543374486903393
0.009289473684210525,0.5,0.001,4.0E-4,0.20703645837468598
0.009289473684210525,0.5,0.001,5.0E-4,0.0848021333502715
0.009289473684210525,0.5,0.0011,1.0E-4,50.06781334581459
0.009289473684210525,0.5,0.0011,2.0E-4,3.129238334113363
0.009289473684210525,0.5,0.0011,3.0000000000000003E-4,0.6181211524174774
0.009289473684210525,0.5,0.0011,4.0E-4,0.19557739588208714
0.009289473684210525,0.5,0.0011,5.0E-4,0.08010850135330501
0.009289473684210525,0.5,0.0012000000000000001,1.0E-4,46.96881104340098
0.009289473684210525,0.5,0.0012000000000000001,2.0E-4,2.9355506902125494
0.009289473684210525,0.5,0.0012000000000000001,3.0000000000000003E-4,0.5798618647333503
0.009289473684210525,0.5,0.0012000000000000001,4.0E-4,0.18347191813828656
0.009289473684210525,0.5,0.0012000000000000001,5.0E-4,0.07515009766944046
0.009289473684210525,0.5,0.0013,1.0E-4,44.131448708199045
0.009289473684210525,0.5,0.0013,2.0E-4,2.758215544262411
0.009289473684210525,0.5,0.0013,3.0000000000000003E-4,0.5448327001012292
0.009289473684210525,0.5,0.0013,4.0E-4,0.1723884715164007
0.009289473684210525,0.5,0.0013,5.0E-4,0.07061031793311841
0.009289473684210525,0.5,0.0014000000000000002,1.0E-4,41.386059460057645
0.009289473684210525,0.5,0.0014000000000000002,2.0E-4,2.5866287162535677
0.009289473684210525,0.5,0.0014000000000000002,3.0000000000000003E-4,0.5109390056797164
0.009289473684210525,0.5,0.0014000000000000002,4.0E-4,0.16166429476585525
0.009289473684210525,0.5,0.0014000000000000002,5.0E-4,0.06621769513609121
0.009289473684210525,0.5,0.0015,1.0E-4,38.738376734250735
0.009289473684210525,0.5,0.0015,2.0E-4,2.421148545890671
0.009289473684210525,0.5,0.0015,3.0000000000000003E-4,0.4782515646203844
0.009289473684210525,0.5,0.0015,4.0E-4,0.15132178411816577
0.009289473684210525,0.5,0.0015,5.0E-4,0.06198140277480116
0.009289473684210525,0.75,5.0E-4,1.0E-4,156.3083374157934
0.009289473684210525,0.75,5.0E-4,2.0E-4,9.76927108848765
0.009289473684210525,0.75,5.0E-4,3.0000000000000003E-4,1.929732560688517
0.009289473684210525,0.75,5.0E-4,4.0E-4,0.6105794430303497
0.009289473684210525,0.75,5.0E-4,5.0E-4,0.25009333986523147
0.009289473684210525,0.75,6.000000000000001E-4,1.0E-4,148.57040303370098
0.009289473684210525,0.75,6.000000000000001E-4,2.0E-4,9.285650189606104
0.009289473684210525,0.75,6.000000000000001E-4,3.0000000000000003E-4,1.834202506588869
0.009289473684210525,0.75,6.000000000000001E-4,4.0E-4,0.5803531368503881
0.009289473684210525,0.75,6.000000000000001E-4,5.0E-4,0.23771264485392768
0.009289473684210525,0.75,7.0E-4,1.0E-4,141.3738988914235
0.009289473684210525,0.75,7.0E-4,2.0E-4,8.835868680713963
0.009289473684210525,0.75,7.0E-4,3.0000000000000003E-4,1.7453567764372195
0.009289473684210525,0.75,7.0E-4,4.0E-4,0.5522417925445903
0.009289473684210525,0.75,7.0E-4,5.0E-4,0.22619823822627758
0.009289473684210525,0.75,8.0E-4,1.0E-4,133.58514490922633
0.009289473684210525,0.75,8.0E-4,2.0E-4,8.349071556826646
0.009289473684210525,0.75,8.0E-4,3.0000000000000003E-4,1.6491993198670025
0.009289473684210525,0.75,8.0E-4,4.0E-4,0.5218169723016763
0.009289473684210525,0.75,8.0E-4,5.0E-4,0.21373623185476692
0.009289473684210525,0.75,9.0E-4,1.0E-4,126.35129931593316
0.009289473684210525,0.75,9.0E-4,2.0E-4,7.896956207245823
0.009289473684210525,0.75,9.0E-4,3.0000000000000003E-4,1.5598925841472697
0.009289473684210525,0.75,9.0E-4,4.0E-4,0.4935597629528639
0.009289473684210525,0.75,9.0E-4,5.0E-4,0.20216207890549032
0.009289473684210525,0.75,0.001,1.0E-4,119.25300002381438
0.009289473684210525,0.75,0.001,2.0E-4,7.4533125014884
0.009289473684210525,0.75,0.001,3.0000000000000003E-4,1.4722592595532644
0.009289473684210525,0.75,0.001,4.0E-4,0.465832031343025
0.009289473684210525,0.75,0.001,5.0E-4,0.1908048000381047
0.009289473684210525,0.75,0.0011,1.0E-4,112.6525800280788
0.009289473684210525,0.75,0.0011,2.0E-4,7.040786251755174
0.009289473684210525,0.75,0.0011,3.0000000000000003E-4,1.3907725929393358
0.009289473684210525,0.75,0.0011,4.0E-4,0.4400491407346978
0.009289473684210525,0.75,0.0011,5.0E-4,0.18024412804493783
0.009289473684210525,0.75,0.0012000000000000001,1.0E-4,105.67982484765194
0.009289473684210525,0.75,0.0012000000000000001,2.0E-4,6.604989052978238
0.009289473684210525,0.75,0.0012000000000000001,3.0000000000000003E-4,1.304689195650021
0.009289473684210525,0.75,0.0012000000000000001,4.0E-4,0.4128118158111397
0.009289473684210525,0.75,0.0012000000000000001,5.0E-4,0.16908771975624112
0.009289473684210525,0.75,0.0013,1.0E-4,99.29575959344669
0.009289473684210525,0.75,0.0013,2.0E-4,6.205984974590481
0.009289473684210525,0.75,0.0013,3.0000000000000003E-4,1.225873575227737
0.009289473684210525,0.75,0.0013,4.0E-4,0.3878740609119
0.009289473684210525,0.75,0.0013,5.0E-4,0.1588732153495148
0.009289473684210525,0.75,0.0014000000000000002,1.0E-4,93.11863378512837
0.009289473684210525,0.75,0.0014000000000000002,2.0E-4,5.819914611570596
0.009289473684210525,0.75,0.0014000000000000002,3.0000000000000003E-4,1.1496127627793595
0.009289473684210525,0.75,0.0014000000000000002,4.0E-4,0.3637446632231583
0.009289473684210525,0.75,0.0014000000000000002,5.0E-4,0.14898981405620723
0.009289473684210525,0.75,0.0015,1.0E-4,87.16134765206503
0.009289473684210525,0.75,0.0015,2.0E-4,5.447584228254014
0.009289473684210525,0.75,0.0015,3.0000000000000003E-4,1.07606602039587
0.009289473684210525,0.75,0.0015,4.0E-4,0.34047401426582585
0.009289473684210525,0.75,0.0015,5.0E-4,0.13945815624330463
0.009289473684210525,1,5.0E-4,1.0E-4,277.8814887391867
0.009289473684210525,1,5.0E-4,2.0E-4,17.367593046200184
0.009289473684210525,1,5.0E-4,3.0000000000000003E-4,3.430635663446745
0.009289473684210525,1,5.0E-4,4.0E-4,1.0854745653872953
0.009289473684210525,1,5.0E-4,5.0E-4,0.44461038198269554
0.009289473684210525,1,6.000000000000001E-4,1.0E-4,264.12516094879885
0.009289473684210525,1,6.000000000000001E-4,2.0E-4,16.507822559300095
0.009289473684210525,1,6.000000000000001E-4,3.0000000000000003E-4,3.260804456158158
0.009289473684210525,1,6.000000000000001E-4,4.0E-4,1.031738909956235
0.009289473684210525,1,6.000000000000001E-4,5.0E-4,0.42260025751808433
0.009289473684210525,1,7.0E-4,1.0E-4,251.3313758069744
0.009289473684210525,1,7.0E-4,2.0E-4,15.708210987934988
0.009289473684210525,1,7.0E-4,3.0000000000000003E-4,3.1028564914440624
0.009289473684210525,1,7.0E-4,4.0E-4,0.9817631867459956
0.009289473684210525,1,7.0E-4,5.0E-4,0.402130201291179
0.009289473684210525,1,8.0E-4,1.0E-4,237.48470206085213
0.009289473684210525,1,8.0E-4,2.0E-4,14.842793878803233
0.009289473684210525,1,8.0E-4,3.0000000000000003E-4,2.931909901985831
0.009289473684210525,1,8.0E-4,4.0E-4,0.9276746174252021
0.009289473684210525,1,8.0E-4,5.0E-4,0.37997552329736334
0.009289473684210525,1,9.0E-4,1.0E-4,224.62453211721103
0.009289473684210525,1,9.0E-4,2.0E-4,14.039033257325759
0.009289473684210525,1,9.0E-4,3.0000000000000003E-4,2.7731423718173707
0.009289473684210525,1,9.0E-4,4.0E-4,0.8774395785828704
0.009289473684210525,1,9.0E-4,5.0E-4,0.3593992513875331
0.009289473684210525,1,0.001,1.0E-4,212.00533337568157
0.009289473684210525,1,0.001,2.0E-4,13.250333335979812
0.009289473684210525,1,0.001,3.0000000000000003E-4,2.6173497947614575
0.009289473684210525,1,0.001,4.0E-4,0.8281458334987342
0.009289473684210525,1,0.001,5.0E-4,0.339208533401086
0.009289473684210525,1,0.0011,1.0E-4,200.2712533832577
0.009289473684210525,1,0.0011,2.0E-4,12.516953336453605
0.009289473684210525,1,0.0011,3.0000000000000003E-4,2.4724846096698205
0.009289473684210525,1,0.0011,4.0E-4,0.7823095835283698
0.009289473684210525,1,0.0011,5.0E-4,0.3204340054132113
0.009289473684210525,1,0.0012000000000000001,1.0E-4,187.87524417360544
0.009289473684210525,1,0.0012000000000000001,2.0E-4,11.742202760850079
0.009289473684210525,1,0.0012000000000000001,3.0000000000000003E-4,2.3194474589334004
0.009289473684210525,1,0.0012000000000000001,4.0E-4,0.7338876725531301
0.009289473684210525,1,0.0012000000000000001,5.0E-4,0.3006003906777656
0.009289473684210525,1,0.0013,1.0E-4,176.52579483279592
0.009289473684210525,1,0.0013,2.0E-4,11.032862177049644
0.009289473684210525,1,0.0013,3.0000000000000003E-4,2.179330800404899
0.009289473684210525,1,0.0013,4.0E-4,0.6895538860656135
0.009289473684210525,1,0.0013,5.0E-4,0.2824412717324778
0.009289473684210525,1,0.0014000000000000002,1.0E-4,165.54423784023018
0.009289473684210525,1,0.0014000000000000002,2.0E-4,10.346514865014278
0.009289473684210525,1,0.0014000000000000002,3.0000000000000003E-4,2.0437560227188927
0.009289473684210525,1,0.0014000000000000002,4.0E-4,0.646657179063401
0.009289473684210525,1,0.0014000000000000002,5.0E-4,0.2648707805443686
0.009289473684210525,1,0.0015,1.0E-4,154.95350693700428
0.009289473684210525,1,0.0015,2.0E-4,9.684594183562684
0.009289473684210525,1,0.0015,3.0000000000000003E-4,1.9130062584815188
0.009289473684210525,1,0.0015,4.0E-4,0.6052871364726631
0.009289473684210525,1,0.0015,5.0E-4,0.24792561109917188
0.009289473684210525,1.25,5.0E-4,1.0E-4,434.1898261549826
0.009289473684210525,1.25,5.0E-4,2.0E-4,27.136864134686178
0.009289473684210525,1.25,5.0E-4,3.0000000000000003E-4,5.360368224135903
0.009289473684210525,1.25,5.0E-4,4.0E-4,1.6960540084176399
0.009289473684210525,1.25,5.0E-4,5.0E-4,0.6947037218478646
0.009289473684210525,1.25,6.000000000000001E-4,1.0E-4,412.6955639825127
0.009289473684210525,1.25,6.000000000000001E-4,2.0E-4,25.793472748906346
0.009289473684210525,1.25,6.000000000000001E-4,3.0000000000000003E-4,5.095006962746937
0.009289473684210525,1.25,6.000000000000001E-4,4.0E-4,1.6120920468066897
0.009289473684210525,1.25,6.000000000000001E-4,5.0E-4,0.6603129023719939
0.009289473684210525,1.25,7.0E-4,1.0E-4,392.7052746983937
0.009289473684210525,1.25,7.0E-4,2.0E-4,24.54407966864986
0.009289473684210525,1.25,7.0E-4,3.0000000000000003E-4,4.8482132678817145
0.009289473684210525,1.25,7.0E-4,4.0E-4,1.534004979290603
0.009289473684210525,1.25,7.0E-4,5.0E-4,0.6283284395173996
0.009289473684210525,1.25,8.0E-4,1.0E-4,371.0698469700751
0.009289473684210525,1.25,8.0E-4,2.0E-4,23.1918654356301
0.009289473684210525,1.25,8.0E-4,3.0000000000000003E-4,4.581109221852854
0.009289473684210525,1.25,8.0E-4,4.0E-4,1.4494915897268812
0.009289473684210525,1.25,8.0E-4,5.0E-4,0.5937117551521305
0.009289473684210525,1.25,9.0E-4,1.0E-4,350.9758314331433
0.009289473684210525,1.25,9.0E-4,2.0E-4,21.935989464571815
0.009289473684210525,1.25,9.0E-4,3.0000000000000003E-4,4.333034955964795
0.009289473684210525,1.25,9.0E-4,4.0E-4,1.3709993415357384
0.009289473684210525,1.25,9.0E-4,5.0E-4,0.5615613302930389
0.009289473684210525,1.25,0.001,1.0E-4,331.25833339950873
0.009289473684210525,1.25,0.001,2.0E-4,20.703645837467956
0.009289473684210525,1.25,0.001,3.0000000000000003E-4,4.089609054314637
0.009289473684210525,1.25,0.001,4.0E-4,1.2939778648417395
0.009289473684210525,1.25,0.001,5.0E-4,0.5300133334391969
0.009289473684210525,1.25,0.0011,1.0E-4,312.92383341133876
0.009289473684210525,1.25,0.0011,2.0E-4,19.557739588208673
0.009289473684210525,1.25,0.0011,3.0000000000000003E-4,3.863257202609096
0.009289473684210525,1.25,0.0011,4.0E-4,1.222358724263053
0.009289473684210525,1.25,0.0011,5.0E-4,0.5006781334581393
0.009289473684210525,1.25,0.0012000000000000001,1.0E-4,293.5550690212545
0.009289473684210525,1.25,0.0012000000000000001,2.0E-4,18.347191813828253
0.009289473684210525,1.25,0.0012000000000000001,3.0000000000000003E-4,3.624136654583382
0.009289473684210525,1.25,0.0012000000000000001,4.0E-4,1.1466994883642798
0.009289473684210525,1.25,0.0012000000000000001,5.0E-4,0.46968811043400843
0.009289473684210525,1.25,0.0013,1.0E-4,275.8215544262435
0.009289473684210525,1.25,0.0013,2.0E-4,17.23884715164002
0.009289473684210525,1.25,0.0013,3.0000000000000003E-4,3.405204375632592
0.009289473684210525,1.25,0.0013,4.0E-4,1.0774279469775039
0.009289473684210525,1.25,0.0013,5.0E-4,0.4413144870819861
0.009289473684210525,1.25,0.0014000000000000002,1.0E-4,258.6628716253597
0.009289473684210525,1.25,0.0014000000000000002,2.0E-4,16.16642947658475
0.009289473684210525,1.25,0.0014000000000000002,3.0000000000000003E-4,3.1933687854983694
0.009289473684210525,1.25,0.0014000000000000002,4.0E-4,1.010401842286593
0.009289473684210525,1.25,0.0014000000000000002,5.0E-4,0.41386059460056984
0.009289473684210525,1.25,0.0015,1.0E-4,242.1148545890691
0.009289473684210525,1.25,0.0015,2.0E-4,15.132178411816819
0.009289473684210525,1.25,0.0015,3.0000000000000003E-4,2.989072278877422
0.009289473684210525,1.25,0.0015,4.0E-4,0.9457611507385512
0.009289473684210525,1.25,0.0015,5.0E-4,0.3873837673425042
0.009289473684210525,1.5,5.0E-4,1.0E-4,625.233349663173
0.009289473684210525,1.5,5.0E-4,2.0E-4,39.07708435394199
0.009289473684210525,1.5,5.0E-4,3.0000000000000003E-4,7.718930242755241
0.009289473684210525,1.5,5.0E-4,4.0E-4,2.442317772121777
0.009289473684210525,1.5,5.0E-4,5.0E-4,1.0003733594609188
0.009289473684210525,1.5,6.000000000000001E-4,1.0E-4,594.2816121347906
0.009289473684210525,1.5,6.000000000000001E-4,2.0E-4,37.142600758426234
0.009289473684210525,1.5,6.000000000000001E-4,3.0000000000000003E-4,7.3368100263555975
0.009289473684210525,1.5,6.000000000000001E-4,4.0E-4,2.321412547401538
0.009289473684210525,1.5,6.000000000000001E-4,5.0E-4,0.9508505794156842
0.009289473684210525,1.5,7.0E-4,1.0E-4,565.4955955657039
0.009289473684210525,1.5,7.0E-4,2.0E-4,35.34347472285585
0.009289473684210525,1.5,7.0E-4,3.0000000000000003E-4,6.981427105749213
0.009289473684210525,1.5,7.0E-4,4.0E-4,2.208967170178492
0.009289473684210525,1.5,7.0E-4,5.0E-4,0.904792952905043
0.009289473684210525,1.5,8.0E-4,1.0E-4,534.3405796369166
0.009289473684210525,1.5,8.0E-4,2.0E-4,33.39628622730677
0.009289473684210525,1.5,8.0E-4,3.0000000000000003E-4,6.596797279467971
0.009289473684210525,1.5,8.0E-4,4.0E-4,2.087267889206673
0.009289473684210525,1.5,8.0E-4,5.0E-4,0.8549449274190541
0.009289473684210525,1.5,9.0E-4,1.0E-4,505.40519726373265
0.009289473684210525,1.5,9.0E-4,2.0E-4,31.58782482898218
0.009289473684210525,1.5,9.0E-4,3.0000000000000003E-4,6.239570336589302
0.009289473684210525,1.5,9.0E-4,4.0E-4,1.9742390518114603
0.009289473684210525,1.5,9.0E-4,5.0E-4,0.8086483156219738
0.009289473684210525,1.5,0.001,1.0E-4,477.0120000952766
0.009289473684210525,1.5,0.001,2.0E-4,29.81325000595385
0.009289473684210525,1.5,0.001,3.0000000000000003E-4,5.889037038213469
0.009289473684210525,1.5,0.001,4.0E-4,1.8633281253720997
0.009289473684210525,1.5,0.001,5.0E-4,0.7632192001524419
0.009289473684210525,1.5,0.0011,1.0E-4,450.6103201123448
0.009289473684210525,1.5,0.0011,2.0E-4,28.16314500702054
0.009289473684210525,1.5,0.0011,3.0000000000000003E-4,5.563090371757343
0.009289473684210525,1.5,0.0011,4.0E-4,1.7601965629387935
0.009289473684210525,1.5,0.0011,5.0E-4,0.7209765121797307
0.009289473684210525,1.5,0.0012000000000000001,1.0E-4,422.7192993906063
0.009289473684210525,1.5,0.0012000000000000001,2.0E-4,26.41995621191295
0.009289473684210525,1.5,0.0012000000000000001,3.0000000000000003E-4,5.218756782600088
0.009289473684210525,1.5,0.0012000000000000001,4.0E-4,1.6512472632445385
0.009289473684210525,1.5,0.0012000000000000001,5.0E-4,0.6763508790249709
0.009289473684210525,1.5,0.0013,1.0E-4,397.1830383737853
0.009289473684210525,1.5,0.0013,2.0E-4,24.82393989836169
0.009289473684210525,1.5,0.0013,3.0000000000000003E-4,4.903494300910949
0.009289473684210525,1.5,0.0013,4.0E-4,1.5514962436476003
0.009289473684210525,1.5,0.0013,5.0E-4,0.6354928613980565
0.009289473684210525,1.5,0.0014000000000000002,1.0E-4,372.4745351405301
0.009289473684210525,1.5,0.0014000000000000002,2.0E-4,23.279658446282077
0.009289473684210525,1.5,0.0014000000000000002,3.0000000000000003E-4,4.598451051117438
0.009289473684210525,1.5,0.0014000000000000002,4.0E-4,1.454978652892649
0.009289473684210525,1.5,0.0014000000000000002,5.0E-4,0.5959592562248297
0.009289473684210525,1.5,0.0015,1.0E-4,348.64539060826013
0.009289473684210525,1.5,0.0015,2.0E-4,21.790336913016258
0.009289473684210525,1.5,0.0015,3.0000000000000003E-4,4.3042640815833915
0.009289473684210525,1.5,0.0015,4.0E-4,1.3618960570634926
