% Model,Untitled.mph
% Version,COMSOL 5.6.0.401
% Date,"Jan 28 2022, 23:51"
% Table,Table 2 - Surface Integration 1
% shift (m),I_0 (A),d_cover (m),r_0 (m),-mf.Jphi*mf.Br (N)
0.009289473684210525,1.5,0.0015,5.0E-4,0.5578326249731285
0.010310526315789471,0.25,5.0E-4,1.0E-4,14.976726121716528
0.010310526315789471,0.25,5.0E-4,2.0E-4,0.9360453826072787
0.010310526315789471,0.25,5.0E-4,3.0000000000000003E-4,0.18489785335452735
0.010310526315789471,0.25,5.0E-4,4.0E-4,0.05850283641295513
0.010310526315789471,0.25,5.0E-4,5.0E-4,0.023962761794747125
0.010310526315789471,0.25,6.000000000000001E-4,1.0E-4,14.23565546579559
0.010310526315789471,0.25,6.000000000000001E-4,2.0E-4,0.889728466612246
0.010310526315789471,0.25,6.000000000000001E-4,3.0000000000000003E-4,0.17574883291105917
0.010310526315789471,0.25,6.000000000000001E-4,4.0E-4,0.055608029163264024
0.010310526315789471,0.25,6.000000000000001E-4,5.0E-4,0.02277704874527301
0.010310526315789471,0.25,7.0E-4,1.0E-4,13.463446921953844
0.010310526315789471,0.25,7.0E-4,2.0E-4,0.8414654326221209
0.010310526315789471,0.25,7.0E-4,3.0000000000000003E-4,0.1662153940981834
0.010310526315789471,0.25,7.0E-4,4.0E-4,0.05259158953888256
0.010310526315789471,0.25,7.0E-4,5.0E-4,0.021541515075124366
0.010310526315789471,0.25,8.0E-4,1.0E-4,12.780901118404557
0.010310526315789471,0.25,8.0E-4,2.0E-4,0.7988063199002683
0.010310526315789471,0.25,8.0E-4,3.0000000000000003E-4,0.157788902696355
0.010310526315789471,0.25,8.0E-4,4.0E-4,0.04992539499376749
0.010310526315789471,0.25,8.0E-4,5.0E-4,0.02044944178944735
0.010310526315789471,0.25,9.0E-4,1.0E-4,12.070503321898437
0.010310526315789471,0.25,9.0E-4,2.0E-4,0.7544064576186295
0.010310526315789471,0.25,9.0E-4,3.0000000000000003E-4,0.14901855952960982
0.010310526315789471,0.25,9.0E-4,4.0E-4,0.04715040360116566
0.010310526315789471,0.25,9.0E-4,5.0E-4,0.019312805315036905
0.010310526315789471,0.25,0.001,1.0E-4,11.388390588212676
0.010310526315789471,0.25,0.001,2.0E-4,0.711774411763304
0.010310526315789471,0.25,0.001,3.0000000000000003E-4,0.14059741466929376
0.010310526315789471,0.25,0.001,4.0E-4,0.04448590073520625
0.010310526315789471,0.25,0.001,5.0E-4,0.018221424941140076
0.010310526315789471,0.25,0.0011,1.0E-4,10.670082023782589
0.010310526315789471,0.25,0.0011,2.0E-4,0.6668801264864118
0.010310526315789471,0.25,0.0011,3.0000000000000003E-4,0.13172940770101732
0.010310526315789471,0.25,0.0011,4.0E-4,0.04168000790540002
0.010310526315789471,0.25,0.0011,5.0E-4,0.017072131238052245
0.010310526315789471,0.25,0.0012000000000000001,1.0E-4,10.044175561532823
0.010310526315789471,0.25,0.0012000000000000001,2.0E-4,0.6277609725958179
0.010310526315789471,0.25,0.0012000000000000001,3.0000000000000003E-4,0.12400216742633507
0.010310526315789471,0.25,0.0012000000000000001,4.0E-4,0.03923506078723891
0.010310526315789471,0.25,0.0012000000000000001,5.0E-4,0.016070680898452927
0.010310526315789471,0.25,0.0013,1.0E-4,9.419449348052655
0.010310526315789471,0.25,0.0013,2.0E-4,0.5887155842533158
0.010310526315789471,0.25,0.0013,3.0000000000000003E-4,0.11628949812410648
0.010310526315789471,0.25,0.0013,4.0E-4,0.036794724015830685
0.010310526315789471,0.25,0.0013,5.0E-4,0.015071118956884315
0.010310526315789471,0.25,0.0014000000000000002,1.0E-4,8.825373149001713
0.010310526315789471,0.25,0.0014000000000000002,2.0E-4,0.5515858218125881
0.010310526315789471,0.25,0.0014000000000000002,3.0000000000000003E-4,0.108955224061758
0.010310526315789471,0.25,0.0014000000000000002,4.0E-4,0.03447411386328946
0.010310526315789471,0.25,0.0014000000000000002,5.0E-4,0.014120597038403336
0.010310526315789471,0.25,0.0015,1.0E-4,8.25370309286018
0.010310526315789471,0.25,0.0015,2.0E-4,0.51585644330375
0.010310526315789471,0.25,0.0015,3.0000000000000003E-4,0.10189756904765271
0.010310526315789471,0.25,0.0015,4.0E-4,0.03224102770648442
0.010310526315789471,0.25,0.0015,5.0E-4,0.013205924948576078
0.010310526315789471,0.5,5.0E-4,1.0E-4,59.90690448686616
0.010310526315789471,0.5,5.0E-4,2.0E-4,3.7441815304290635
0.010310526315789471,0.5,5.0E-4,3.0000000000000003E-4,0.7395914134180962
0.010310526315789471,0.5,5.0E-4,4.0E-4,0.2340113456518141
0.010310526315789471,0.5,5.0E-4,5.0E-4,0.09585104717898525
0.010310526315789471,0.5,6.000000000000001E-4,1.0E-4,56.942621863179305
0.010310526315789471,0.5,6.000000000000001E-4,2.0E-4,3.5589138664489264
0.010310526315789471,0.5,6.000000000000001E-4,3.0000000000000003E-4,0.7029953316442372
0.010310526315789471,0.5,6.000000000000001E-4,4.0E-4,0.2224321166530559
0.010310526315789471,0.5,6.000000000000001E-4,5.0E-4,0.09110819498109335
0.010310526315789471,0.5,7.0E-4,1.0E-4,53.85378768781592
0.010310526315789471,0.5,7.0E-4,2.0E-4,3.3658617304884624
0.010310526315789471,0.5,7.0E-4,3.0000000000000003E-4,0.6648615763927216
0.010310526315789471,0.5,7.0E-4,4.0E-4,0.21036635815553034
0.010310526315789471,0.5,7.0E-4,5.0E-4,0.08616606030050553
0.010310526315789471,0.5,8.0E-4,1.0E-4,51.12360447361825
0.010310526315789471,0.5,8.0E-4,2.0E-4,3.1952252796011913
0.010310526315789471,0.5,8.0E-4,3.0000000000000003E-4,0.6311556107854087
0.010310526315789471,0.5,8.0E-4,4.0E-4,0.1997015799750706
0.010310526315789471,0.5,8.0E-4,5.0E-4,0.0817977671577894
0.010310526315789471,0.5,9.0E-4,1.0E-4,48.28201328759375
0.010310526315789471,0.5,9.0E-4,2.0E-4,3.0176258304744517
0.010310526315789471,0.5,9.0E-4,3.0000000000000003E-4,0.5960742381184342
0.010310526315789471,0.5,9.0E-4,4.0E-4,0.18860161440465628
0.010310526315789471,0.5,9.0E-4,5.0E-4,0.07725122126014929
0.010310526315789471,0.5,0.001,1.0E-4,45.553562352850825
0.010310526315789471,0.5,0.001,2.0E-4,2.847097647053294
0.010310526315789471,0.5,0.001,3.0000000000000003E-4,0.5623896586771759
0.010310526315789471,0.5,0.001,4.0E-4,0.17794360294082512
0.010310526315789471,0.5,0.001,5.0E-4,0.07288569976456184
0.010310526315789471,0.5,0.0011,1.0E-4,42.68032809513009
0.010310526315789471,0.5,0.0011,2.0E-4,2.6675205059456473
0.010310526315789471,0.5,0.0011,3.0000000000000003E-4,0.5269176308040919
0.010310526315789471,0.5,0.0011,4.0E-4,0.16672003162160032
0.010310526315789471,0.5,0.0011,5.0E-4,0.06828852495220923
0.010310526315789471,0.5,0.0012000000000000001,1.0E-4,40.17670224613264
0.010310526315789471,0.5,0.0012000000000000001,2.0E-4,2.511043890383312
0.010310526315789471,0.5,0.0012000000000000001,3.0000000000000003E-4,0.49600866970533675
0.010310526315789471,0.5,0.0012000000000000001,4.0E-4,0.15694024314895447
0.010310526315789471,0.5,0.0012000000000000001,5.0E-4,0.06428272359381207
0.010310526315789471,0.5,0.0013,1.0E-4,37.677797392210906
0.010310526315789471,0.5,0.0013,2.0E-4,2.3548623370132127
0.010310526315789471,0.5,0.0013,3.0000000000000003E-4,0.46515799249644035
0.010310526315789471,0.5,0.0013,4.0E-4,0.14717889606332654
0.010310526315789471,0.5,0.0013,5.0E-4,0.06028447582753867
0.010310526315789471,0.5,0.0014000000000000002,1.0E-4,35.30149259600764
0.010310526315789471,0.5,0.0014000000000000002,2.0E-4,2.206343287250476
0.010310526315789471,0.5,0.0014000000000000002,3.0000000000000003E-4,0.4358208962470085
0.010310526315789471,0.5,0.0014000000000000002,4.0E-4,0.13789645545315174
0.010310526315789471,0.5,0.0014000000000000002,5.0E-4,0.056482388153615344
0.010310526315789471,0.5,0.0015,1.0E-4,33.014812371440044
0.010310526315789471,0.5,0.0015,2.0E-4,2.0634257732150125
0.010310526315789471,0.5,0.0015,3.0000000000000003E-4,0.40759027619060867
0.010310526315789471,0.5,0.0015,4.0E-4,0.12896411082593767
0.010310526315789471,0.5,0.0015,5.0E-4,0.05282369979430278
0.010310526315789471,0.75,5.0E-4,1.0E-4,134.79053509544798
0.010310526315789471,0.75,5.0E-4,2.0E-4,8.424408443466147
0.010310526315789471,0.75,5.0E-4,3.0000000000000003E-4,1.6640806801906758
0.010310526315789471,0.75,5.0E-4,4.0E-4,0.5265255277166068
0.010310526315789471,0.75,5.0E-4,5.0E-4,0.21566485615271747
0.010310526315789471,0.75,6.000000000000001E-4,1.0E-4,128.12089919216234
0.010310526315789471,0.75,6.000000000000001E-4,2.0E-4,8.00755619951021
0.010310526315789471,0.75,6.000000000000001E-4,3.0000000000000003E-4,1.5817394961995301
0.010310526315789471,0.75,6.000000000000001E-4,4.0E-4,0.500472262469376
0.010310526315789471,0.75,6.000000000000001E-4,5.0E-4,0.20499343870745826
0.010310526315789471,0.75,7.0E-4,1.0E-4,121.1710222975856
0.010310526315789471,0.75,7.0E-4,2.0E-4,7.573188893598464
0.010310526315789471,0.75,7.0E-4,3.0000000000000003E-4,1.4959385468837687
0.010310526315789471,0.75,7.0E-4,4.0E-4,0.47332430584989904
0.010310526315789471,0.75,7.0E-4,5.0E-4,0.1938736356761368
0.010310526315789471,0.75,8.0E-4,1.0E-4,115.02811006564023
0.010310526315789471,0.75,8.0E-4,2.0E-4,7.189256879102409
0.010310526315789471,0.75,8.0E-4,3.0000000000000003E-4,1.4201001242671727
0.010310526315789471,0.75,8.0E-4,4.0E-4,0.4493285549439103
0.010310526315789471,0.75,8.0E-4,5.0E-4,0.18404497610502465
0.010310526315789471,0.75,9.0E-4,1.0E-4,108.63452989708566
0.010310526315789471,0.75,9.0E-4,2.0E-4,6.789658118567826
0.010310526315789471,0.75,9.0E-4,3.0000000000000003E-4,1.341167035766499
0.010310526315789471,0.75,9.0E-4,4.0E-4,0.4243536324105026
0.010310526315789471,0.75,9.0E-4,5.0E-4,0.17381524783533664
0.010310526315789471,0.75,0.001,1.0E-4,102.49551529391435
0.010310526315789471,0.75,0.001,2.0E-4,6.405969705869647
0.010310526315789471,0.75,0.001,3.0000000000000003E-4,1.2653767320236278
0.010310526315789471,0.75,0.001,4.0E-4,0.4003731066168526
0.010310526315789471,0.75,0.001,5.0E-4,0.16399282447026425
0.010310526315789471,0.75,0.0011,1.0E-4,96.03073821404325
0.010310526315789471,0.75,0.0011,2.0E-4,6.001921138377864
0.010310526315789471,0.75,0.0011,3.0000000000000003E-4,1.1855646693092075
0.010310526315789471,0.75,0.0011,4.0E-4,0.3751200711486004
0.010310526315789471,0.75,0.0011,5.0E-4,0.1536491811424683
0.010310526315789471,0.75,0.0012000000000000001,1.0E-4,90.39758005379824
0.010310526315789471,0.75,0.0012000000000000001,2.0E-4,5.649848753362396
0.010310526315789471,0.75,0.0012000000000000001,3.0000000000000003E-4,1.1160195068370071
0.010310526315789471,0.75,0.0012000000000000001,4.0E-4,0.3531155470851496
0.010310526315789471,0.75,0.0012000000000000001,5.0E-4,0.14463612808607737
0.010310526315789471,0.75,0.0013,1.0E-4,84.77504413247622
0.010310526315789471,0.75,0.0013,2.0E-4,5.298440258279614
0.010310526315789471,0.75,0.0013,3.0000000000000003E-4,1.0466054831169664
0.010310526315789471,0.75,0.0013,4.0E-4,0.33115251614248525
0.010310526315789471,0.75,0.0013,5.0E-4,0.1356400706119584
0.010310526315789471,0.75,0.0014000000000000002,1.0E-4,79.42835834101567
0.010310526315789471,0.75,0.0014000000000000002,2.0E-4,4.964272396313588
0.010310526315789471,0.75,0.0014000000000000002,3.0000000000000003E-4,0.9805970165557893
0.010310526315789471,0.75,0.0014000000000000002,4.0E-4,0.3102670247696159
0.010310526315789471,0.75,0.0014000000000000002,5.0E-4,0.1270853733456304
0.010310526315789471,0.75,0.0015,1.0E-4,74.2833278357406
0.010310526315789471,0.75,0.0015,2.0E-4,4.642707989733765
0.010310526315789471,0.75,0.0015,3.0000000000000003E-4,0.9170781214288759
0.010310526315789471,0.75,0.0015,4.0E-4,0.2901692493583617
0.010310526315789471,0.75,0.0015,5.0E-4,0.11885332453718433
0.010310526315789471,1,5.0E-4,1.0E-4,239.62761794745754
0.010310526315789471,1,5.0E-4,2.0E-4,14.976726121716542
0.010310526315789471,1,5.0E-4,3.0000000000000003E-4,2.958365653672468
0.010310526315789471,1,5.0E-4,4.0E-4,0.936045382607278
0.010310526315789471,1,5.0E-4,5.0E-4,0.3834041887159518
0.010310526315789471,1,6.000000000000001E-4,1.0E-4,227.77048745273092
0.010310526315789471,1,6.000000000000001E-4,2.0E-4,14.2356554657958
0.010310526315789471,1,6.000000000000001E-4,3.0000000000000003E-4,2.8119813265769302
0.010310526315789471,1,6.000000000000001E-4,4.0E-4,0.8897284666122385
0.010310526315789471,1,6.000000000000001E-4,5.0E-4,0.3644327799243733
0.010310526315789471,1,7.0E-4,1.0E-4,215.41515075124556
0.010310526315789471,1,7.0E-4,2.0E-4,13.463446921952851
0.010310526315789471,1,7.0E-4,3.0000000000000003E-4,2.6594463055708863
0.010310526315789471,1,7.0E-4,4.0E-4,0.8414654326220469
0.010310526315789471,1,7.0E-4,5.0E-4,0.34466424120199624
0.010310526315789471,1,8.0E-4,1.0E-4,204.49441789447624
0.010310526315789471,1,8.0E-4,2.0E-4,12.78090111840435
0.010310526315789471,1,8.0E-4,3.0000000000000003E-4,2.524622443141638
0.010310526315789471,1,8.0E-4,4.0E-4,0.7988063199002978
0.010310526315789471,1,8.0E-4,5.0E-4,0.3271910686311576
0.010310526315789471,1,9.0E-4,1.0E-4,193.12805315037275
0.010310526315789471,1,9.0E-4,2.0E-4,12.070503321898292
0.010310526315789471,1,9.0E-4,3.0000000000000003E-4,2.3842969524737585
0.010310526315789471,1,9.0E-4,4.0E-4,0.7544064576186432
0.010310526315789471,1,9.0E-4,5.0E-4,0.30900488504059737
0.010310526315789471,1,0.001,1.0E-4,182.21424941140128
0.010310526315789471,1,0.001,2.0E-4,11.388390588212859
0.010310526315789471,1,0.001,3.0000000000000003E-4,2.249558634708779
0.010310526315789471,1,0.001,4.0E-4,0.7117744117632941
0.010310526315789471,1,0.001,5.0E-4,0.2915427990582519
0.010310526315789471,1,0.0011,1.0E-4,170.72131238052143
0.010310526315789471,1,0.0011,2.0E-4,10.670082023782323
0.010310526315789471,1,0.0011,3.0000000000000003E-4,2.107670523216277
0.010310526315789471,1,0.0011,4.0E-4,0.6668801264864013
0.010310526315789471,1,0.0011,5.0E-4,0.27315409980882766
0.010310526315789471,1,0.0012000000000000001,1.0E-4,160.70680898452534
0.010310526315789471,1,0.0012000000000000001,2.0E-4,10.04417556153316
0.010310526315789471,1,0.0012000000000000001,3.0000000000000003E-4,1.9840346788213612
0.010310526315789471,1,0.0012000000000000001,4.0E-4,0.6277609725958222
0.010310526315789471,1,0.0012000000000000001,5.0E-4,0.25713089437524683
0.010310526315789471,1,0.0013,1.0E-4,150.71118956884698
0.010310526315789471,1,0.0013,2.0E-4,9.4194493480529
0.010310526315789471,1,0.0013,3.0000000000000003E-4,1.8606319699857603
0.010310526315789471,1,0.0013,4.0E-4,0.5887155842533085
0.010310526315789471,1,0.0013,5.0E-4,0.24113790331015467
0.010310526315789471,1,0.0014000000000000002,1.0E-4,141.20597038402738
0.010310526315789471,1,0.0014000000000000002,2.0E-4,8.825373149002102
0.010310526315789471,1,0.0014000000000000002,3.0000000000000003E-4,1.7432835849879973
0.010310526315789471,1,0.0014000000000000002,4.0E-4,0.551585821812607
0.010310526315789471,1,0.0014000000000000002,5.0E-4,0.22592955261444392
0.010310526315789471,1,0.0015,1.0E-4,132.05924948575785
0.010310526315789471,1,0.0015,2.0E-4,8.253703092859865
0.010310526315789471,1,0.0015,3.0000000000000003E-4,1.6303611047625155
0.010310526315789471,1,0.0015,4.0E-4,0.5158564433037507
0.010310526315789471,1,0.0015,5.0E-4,0.2112947991772111
0.010310526315789471,1.25,5.0E-4,1.0E-4,374.4181530429028
0.010310526315789471,1.25,5.0E-4,2.0E-4,23.401134565182016
0.010310526315789471,1.25,5.0E-4,3.0000000000000003E-4,4.622446333863184
0.010310526315789471,1.25,5.0E-4,4.0E-4,1.4625709103238909
0.010310526315789471,1.25,5.0E-4,5.0E-4,0.5990690448686609
0.010310526315789471,1.25,6.000000000000001E-4,1.0E-4,355.891386644898
0.010310526315789471,1.25,6.000000000000001E-4,2.0E-4,22.24321166530438
0.010310526315789471,1.25,6.000000000000001E-4,3.0000000000000003E-4,4.393720822776434
0.010310526315789471,1.25,6.000000000000001E-4,4.0E-4,1.3902007290816167
0.010310526315789471,1.25,6.000000000000001E-4,5.0E-4,0.5694262186318281
0.010310526315789471,1.25,7.0E-4,1.0E-4,336.58617304885064
0.010310526315789471,1.25,7.0E-4,2.0E-4,21.036635815553094
0.010310526315789471,1.25,7.0E-4,3.0000000000000003E-4,4.155384852454917
0.010310526315789471,1.25,7.0E-4,4.0E-4,1.3147897384720684
0.010310526315789471,1.25,7.0E-4,5.0E-4,0.5385378768781592
0.010310526315789471,1.25,8.0E-4,1.0E-4,319.52252796011453
0.010310526315789471,1.25,8.0E-4,2.0E-4,19.97015799750665
0.010310526315789471,1.25,8.0E-4,3.0000000000000003E-4,3.9447225674087347
0.010310526315789471,1.25,8.0E-4,4.0E-4,1.2481348748442176
0.010310526315789471,1.25,8.0E-4,5.0E-4,0.5112360447361827
0.010310526315789471,1.25,9.0E-4,1.0E-4,301.76258304746875
0.010310526315789471,1.25,9.0E-4,2.0E-4,18.86016144046629
0.010310526315789471,1.25,9.0E-4,3.0000000000000003E-4,3.725463988240251
0.010310526315789471,1.25,9.0E-4,4.0E-4,1.178760090029152
0.010310526315789471,1.25,9.0E-4,5.0E-4,0.48282013287593617
0.010310526315789471,1.25,0.001,1.0E-4,284.7097647053175
0.010310526315789471,1.25,0.001,2.0E-4,17.794360294082384
0.010310526315789471,1.25,0.001,3.0000000000000003E-4,3.5149353667323195
0.010310526315789471,1.25,0.001,4.0E-4,1.1121475183801615
0.010310526315789471,1.25,0.001,5.0E-4,0.4555356235285084
0.010310526315789471,1.25,0.0011,1.0E-4,266.7520505945584
0.010310526315789471,1.25,0.0011,2.0E-4,16.672003162160316
0.010310526315789471,1.25,0.0011,3.0000000000000003E-4,3.293235192525415
0.010310526315789471,1.25,0.0011,4.0E-4,1.0420001976349962
0.010310526315789471,1.25,0.0011,5.0E-4,0.42680328095129333
0.010310526315789471,1.25,0.0012000000000000001,1.0E-4,251.10438903832988
0.010310526315789471,1.25,0.0012000000000000001,2.0E-4,15.694024314895
0.010310526315789471,1.25,0.0012000000000000001,3.0000000000000003E-4,3.1000541856583608
0.010310526315789471,1.25,0.0012000000000000001,4.0E-4,0.9808765196809703
0.010310526315789471,1.25,0.0012000000000000001,5.0E-4,0.40176702246132645
0.010310526315789471,1.25,0.0013,1.0E-4,235.4862337013183
0.010310526315789471,1.25,0.0013,2.0E-4,14.717889606332369
0.010310526315789471,1.25,0.0013,3.0000000000000003E-4,2.907237453102693
0.010310526315789471,1.25,0.0013,4.0E-4,0.919868100395773
0.010310526315789471,1.25,0.0013,5.0E-4,0.37677797392210594
0.010310526315789471,1.25,0.0014000000000000002,1.0E-4,220.63432872506002
0.010310526315789471,1.25,0.0014000000000000002,2.0E-4,13.78964554531581
0.010310526315789471,1.25,0.0014000000000000002,3.0000000000000003E-4,2.7238806015437436
0.010310526315789471,1.25,0.0014000000000000002,4.0E-4,0.8618528465822378
0.010310526315789471,1.25,0.0014000000000000002,5.0E-4,0.3530149259600841
0.010310526315789471,1.25,0.0015,1.0E-4,206.34257732150448
0.010310526315789471,1.25,0.0015,2.0E-4,12.896411082593547
0.010310526315789471,1.25,0.0015,3.0000000000000003E-4,2.5474392261913628
0.010310526315789471,1.25,0.0015,4.0E-4,0.8060256926620967
0.010310526315789471,1.25,0.0015,5.0E-4,0.33014812371439495
0.010310526315789471,1.5,5.0E-4,1.0E-4,539.1621403817797
0.010310526315789471,1.5,5.0E-4,2.0E-4,33.69763377386476
0.010310526315789471,1.5,5.0E-4,3.0000000000000003E-4,6.656322720763246
0.010310526315789471,1.5,5.0E-4,4.0E-4,2.106102110866372
0.010310526315789471,1.5,5.0E-4,5.0E-4,0.8626594246108716
0.010310526315789471,1.5,6.000000000000001E-4,1.0E-4,512.4835967686284
0.010310526315789471,1.5,6.000000000000001E-4,2.0E-4,32.0302247980405
0.010310526315789471,1.5,6.000000000000001E-4,3.0000000000000003E-4,6.326957984797691
0.010310526315789471,1.5,6.000000000000001E-4,4.0E-4,2.0018890498775286
0.010310526315789471,1.5,6.000000000000001E-4,5.0E-4,0.8199737548298357
0.010310526315789471,1.5,7.0E-4,1.0E-4,484.68408919029935
0.010310526315789471,1.5,7.0E-4,2.0E-4,30.292755574393748
0.010310526315789471,1.5,7.0E-4,3.0000000000000003E-4,5.983754187535075
0.010310526315789471,1.5,7.0E-4,4.0E-4,1.893297223399774
0.010310526315789471,1.5,7.0E-4,5.0E-4,0.775494542704542
0.010310526315789471,1.5,8.0E-4,1.0E-4,460.1124402625641
0.010310526315789471,1.5,8.0E-4,2.0E-4,28.75702751641073
0.010310526315789471,1.5,8.0E-4,3.0000000000000003E-4,5.68040049706868
0.010310526315789471,1.5,8.0E-4,4.0E-4,1.7973142197756045
0.010310526315789471,1.5,8.0E-4,5.0E-4,0.7361799044200874
0.010310526315789471,1.5,9.0E-4,1.0E-4,434.53811958834086
0.010310526315789471,1.5,9.0E-4,2.0E-4,27.158632474272178
0.010310526315789471,1.5,9.0E-4,3.0000000000000003E-4,5.364668143065996
0.010310526315789471,1.5,9.0E-4,4.0E-4,1.6974145296418413
0.010310526315789471,1.5,9.0E-4,5.0E-4,0.6952609913413444
0.010310526315789471,1.5,0.001,1.0E-4,409.9820611756523
0.010310526315789471,1.5,0.001,2.0E-4,25.623878823478883
0.010310526315789471,1.5,0.001,3.0000000000000003E-4,5.061506928094461
0.010310526315789471,1.5,0.001,4.0E-4,1.6014924264674302
0.010310526315789471,1.5,0.001,5.0E-4,0.6559712978810519
0.010310526315789471,1.5,0.0011,1.0E-4,384.1229528561646
0.010310526315789471,1.5,0.0011,2.0E-4,24.00768455351023
0.010310526315789471,1.5,0.0011,3.0000000000000003E-4,4.74225867723683
0.010310526315789471,1.5,0.0011,4.0E-4,1.5004802845943903
0.010310526315789471,1.5,0.0011,5.0E-4,0.6145967245698777
0.010310526315789471,1.5,0.0012000000000000001,1.0E-4,361.5903202151932
0.010310526315789471,1.5,0.0012000000000000001,2.0E-4,22.59939501344943
